"","data","Nome","Rating","nova_data"
"697","OCT19","Supi, Luis",2574,2019-10-01
"698","OCT19","Mekhitarian, Krikor",2558,2019-10-01
"699","OCT19","Mecking, Henrique",2553,2019-10-01
"700","OCT19","Debs, Felipe",2552,2019-10-01
"701","NOV19","Leitao, Rafael",2606,2019-11-01
"702","NOV19","Supi, Luis",2578,2019-11-01
"703","NOV19","Mekhitarian, Krikor",2563,2019-11-01
"704","NOV19","Mecking, Henrique",2553,2019-11-01
"705","NOV19","Debs, Felipe",2552,2019-11-01
"706","DEC19","Leitao, Rafael",2606,2019-12-01
"707","DEC19","Supi, Luis",2578,2019-12-01
"708","DEC19","Mekhitarian, Krikor",2563,2019-12-01
"709","DEC19","Mecking, Henrique",2553,2019-12-01
"710","DEC19","Debs, Felipe",2552,2019-12-01
"711","JAN20","Leitao, Rafael",2592,2020-01-01
"712","JAN20","Supi, Luis",2577,2020-01-01
"713","JAN20","Mekhitarian, Krikor",2563,2020-01-01
"714","JAN20","Mecking, Henrique",2553,2020-01-01
"715","JAN20","Debs, Felipe",2552,2020-01-01
"716","FEB20","Leitao, Rafael",2592,2020-02-01
"717","FEB20","Supi, Luis",2576,2020-02-01
"718","FEB20","Mekhitarian, Krikor",2558,2020-02-01
"719","FEB20","Debs, Felipe",2553,2020-02-01
"720","FEB20","Mecking, Henrique",2553,2020-02-01
"721","MAR20","Leitao, Rafael",2592,2020-03-01
"722","MAR20","Supi, Luis",2570,2020-03-01
"723","MAR20","Debs, Felipe",2553,2020-03-01
"724","MAR20","Mecking, Henrique",2553,2020-03-01
"725","MAR20","Mekhitarian, Krikor",2548,2020-03-01
"726","APR20","Leitao, Rafael",2592,2020-04-01
"727","APR20","Supi, Luis",2572,2020-04-01
"728","APR20","Fier, Alexandr",2560,2020-04-01
"729","APR20","Mekhitarian, Krikor",2554,2020-04-01
"730","APR20","Debs, Felipe",2553,2020-04-01
"731","MAY20","Leitao, Rafael",2592,2020-05-01
"732","MAY20","Supi, Luis",2572,2020-05-01
"733","MAY20","Fier, Alexandr",2560,2020-05-01
"734","MAY20","Mekhitarian, Krikor",2554,2020-05-01
"735","MAY20","Debs, Felipe",2553,2020-05-01
"736","JUN20","Leitao, Rafael",2592,2020-06-01
"737","JUN20","Supi, Luis",2572,2020-06-01
"738","JUN20","Fier, Alexandr",2560,2020-06-01
"739","JUN20","Mekhitarian, Krikor",2554,2020-06-01
"740","JUN20","Debs, Felipe",2553,2020-06-01
"741","JUL20","Leitao, Rafael",2592,2020-07-01
"742","JUL20","Supi, Luis",2572,2020-07-01
"743","JUL20","Fier, Alexandr",2560,2020-07-01
"744","JUL20","Mekhitarian, Krikor",2554,2020-07-01
"745","JUL20","Debs, Felipe",2553,2020-07-01
"746","AUG20","Leitao, Rafael",2592,2020-08-01
"747","AUG20","Supi, Luis",2572,2020-08-01
"748","AUG20","Fier, Alexandr",2560,2020-08-01
"749","AUG20","Mekhitarian, Krikor",2554,2020-08-01
"750","AUG20","Debs, Felipe",2553,2020-08-01
"751","SEP20","Leitao, Rafael",2592,2020-09-01
"752","SEP20","Supi, Luis",2572,2020-09-01
"753","SEP20","Fier, Alexandr",2560,2020-09-01
"754","SEP20","Mekhitarian, Krikor",2554,2020-09-01
"755","SEP20","Debs, Felipe",2553,2020-09-01
"756","OCT20","Leitao, Rafael",2592,2020-10-01
"757","OCT20","Supi, Luis",2572,2020-10-01
"758","OCT20","Fier, Alexandr",2562,2020-10-01
"759","OCT20","Mekhitarian, Krikor",2554,2020-10-01
"760","OCT20","Debs, Felipe",2553,2020-10-01
"761","NOV20","Leitao, Rafael",2592,2020-11-01
"762","NOV20","Supi, Luis",2572,2020-11-01
"763","NOV20","Fier, Alexandr",2558,2020-11-01
"764","NOV20","Mekhitarian, Krikor",2554,2020-11-01
"765","NOV20","Debs, Felipe",2553,2020-11-01
"766","DEC20","Leitao, Rafael",2592,2020-12-01
"767","DEC20","Supi, Luis",2572,2020-12-01
"768","DEC20","Mekhitarian, Krikor",2554,2020-12-01
"769","DEC20","Debs, Felipe",2553,2020-12-01
"770","DEC20","Mecking, Henrique",2553,2020-12-01
"771","JAN21","Leitao, Rafael",2592,2021-01-01
"772","JAN21","Supi, Luis",2572,2021-01-01
"773","JAN21","Mekhitarian, Krikor",2554,2021-01-01
"774","JAN21","Debs, Felipe",2553,2021-01-01
"775","JAN21","Fier, Alexandr",2553,2021-01-01
"776","FEB21","Leitao, Rafael",2592,2021-02-01
"777","FEB21","Fier, Alexandr",2576,2021-02-01
"778","FEB21","Supi, Luis",2572,2021-02-01
"779","FEB21","Mekhitarian, Krikor",2554,2021-02-01
"780","FEB21","Debs, Felipe",2553,2021-02-01
"781","MAR21","Leitao, Rafael",2592,2021-03-01
"782","MAR21","Supi, Luis",2572,2021-03-01
"783","MAR21","Fier, Alexandr",2565,2021-03-01
"784","MAR21","Mekhitarian, Krikor",2554,2021-03-01
"785","MAR21","Debs, Felipe",2553,2021-03-01
"786","APR21","Leitao, Rafael",2592,2021-04-01
"787","APR21","Supi, Luis",2572,2021-04-01
"788","APR21","Fier, Alexandr",2569,2021-04-01
"789","APR21","Mekhitarian, Krikor",2554,2021-04-01
"790","APR21","Debs, Felipe",2553,2021-04-01
"791","MAY21","Leitao, Rafael",2592,2021-05-01
"792","MAY21","Supi, Luis",2572,2021-05-01
"793","MAY21","Fier, Alexandr",2569,2021-05-01
"794","MAY21","Mekhitarian, Krikor",2554,2021-05-01
"795","MAY21","Debs, Felipe",2553,2021-05-01
"796","JUN21","Leitao, Rafael",2592,2021-06-01
"797","JUN21","Supi, Luis",2572,2021-06-01
"798","JUN21","Fier, Alexandr",2569,2021-06-01
"799","JUN21","Mekhitarian, Krikor",2554,2021-06-01
"800","JUN21","Debs, Felipe",2553,2021-06-01
"801","JUL21","Leitao, Rafael",2592,2021-07-01
"802","JUL21","Supi, Luis",2572,2021-07-01
"803","JUL21","Fier, Alexandr",2569,2021-07-01
"804","JUL21","Mekhitarian, Krikor",2554,2021-07-01
"805","JUL21","Debs, Felipe",2553,2021-07-01
"806","AUG21","Leitao, Rafael",2592,2021-08-01
"807","AUG21","Supi, Luis",2572,2021-08-01
"808","AUG21","Fier, Alexandr",2558,2021-08-01
"809","AUG21","Mekhitarian, Krikor",2554,2021-08-01
"810","AUG21","Debs, Felipe",2553,2021-08-01
"811","SEP21","Leitao, Rafael",2592,2021-09-01
"812","SEP21","Supi, Luis",2572,2021-09-01
"813","SEP21","Fier, Alexandr",2564,2021-09-01
"814","SEP21","Mekhitarian, Krikor",2560,2021-09-01
"815","SEP21","Debs, Felipe",2553,2021-09-01
"816","OCT21","Leitao, Rafael",2592,2021-10-01
"817","OCT21","Supi, Luis",2572,2021-10-01
"818","OCT21","Fier, Alexandr",2563,2021-10-01
"819","OCT21","Mekhitarian, Krikor",2560,2021-10-01
"820","OCT21","Debs, Felipe",2553,2021-10-01
"821","NOV21","Leitao, Rafael",2592,2021-11-01
"822","NOV21","Supi, Luis",2572,2021-11-01
"823","NOV21","Fier, Alexandr",2563,2021-11-01
"824","NOV21","Mekhitarian, Krikor",2560,2021-11-01
"825","NOV21","Debs, Felipe",2553,2021-11-01
"826","DEC21","Leitao, Rafael",2592,2021-12-01
"827","DEC21","Supi, Luis",2581,2021-12-01
"828","DEC21","Fier, Alexandr",2572,2021-12-01
"829","DEC21","Mekhitarian, Krikor",2562,2021-12-01
"830","DEC21","Debs, Felipe",2553,2021-12-01
"831","JAN22","Supi, Luis",2581,2022-01-01
"832","JAN22","Fier, Alexandr",2573,2022-01-01
"833","JAN22","Mekhitarian, Krikor",2562,2022-01-01
"834","JAN22","Debs, Felipe",2553,2022-01-01
"835","JAN22","Diamant, Andre",2537,2022-01-01
"836","FEB22","Fier, Alexandr",2583,2022-02-01
"837","FEB22","Supi, Luis",2581,2022-02-01
"838","FEB22","Mekhitarian, Krikor",2562,2022-02-01
"839","FEB22","Diamant, Andre",2537,2022-02-01
"840","FEB22","Lima, Darcy",2507,2022-02-01
"841","MAR22","Supi, Luis",2585,2022-03-01
"842","MAR22","Fier, Alexandr",2569,2022-03-01
"843","MAR22","Mekhitarian, Krikor",2569,2022-03-01
"844","MAR22","Diamant, Andre",2539,2022-03-01
"845","MAR22","Berardino, Diego",2494,2022-03-01
"846","APR22","Supi, Luis",2590,2022-04-01
"847","APR22","Fier, Alexandr",2573,2022-04-01
"848","APR22","Mekhitarian, Krikor",2569,2022-04-01
"849","APR22","Debs, Felipe",2545,2022-04-01
"850","APR22","Diamant, Andre",2539,2022-04-01
"851","MAY22","Supi, Luis",2590,2022-05-01
"852","MAY22","Mekhitarian, Krikor",2569,2022-05-01
"853","MAY22","Fier, Alexandr",2567,2022-05-01
"854","MAY22","Debs, Felipe",2545,2022-05-01
"855","MAY22","Diamant, Andre",2539,2022-05-01
"856","JUN22","Supi, Luis",2590,2022-06-01
"857","JUN22","Fier, Alexandr",2567,2022-06-01
"858","JUN22","Debs, Felipe",2545,2022-06-01
"859","JUN22","Mekhitarian, Krikor",2542,2022-06-01
"860","JUN22","Diamant, Andre",2539,2022-06-01
"861","JUL22","Supi, Luis",2603,2022-07-01
"862","JUL22","Fier, Alexandr",2567,2022-07-01
"863","JUL22","Debs, Felipe",2545,2022-07-01
"864","JUL22","Mekhitarian, Krikor",2542,2022-07-01
"865","JUL22","Diamant, Andre",2538,2022-07-01
"866","AUG22","Supi, Luis",2603,2022-08-01
"867","AUG22","Fier, Alexandr",2572,2022-08-01
"868","AUG22","Debs, Felipe",2545,2022-08-01
"869","AUG22","Diamant, Andre",2538,2022-08-01
"870","AUG22","Mekhitarian, Krikor",2535,2022-08-01
"871","SEP22","Supi, Luis",2612,2022-09-01
"872","SEP22","Fier, Alexandr",2583,2022-09-01
"873","SEP22","Debs, Felipe",2545,2022-09-01
"874","SEP22","Mekhitarian, Krikor",2544,2022-09-01
"875","SEP22","Diamant, Andre",2524,2022-09-01
"876","OCT22","Supi, Luis",2612,2022-10-01
"877","OCT22","Fier, Alexandr",2592,2022-10-01
"878","OCT22","Debs, Felipe",2545,2022-10-01
"879","OCT22","Mekhitarian, Krikor",2544,2022-10-01
"880","OCT22","Diamant, Andre",2524,2022-10-01
"881","NOV22","Supi, Luis",2612,2022-11-01
"882","NOV22","Fier, Alexandr",2589,2022-11-01
"883","NOV22","Mekhitarian, Krikor",2551,2022-11-01
"884","NOV22","Debs, Felipe",2545,2022-11-01
"885","NOV22","Diamant, Andre",2524,2022-11-01
"886","DEC22","Supi, Luis",2612,2022-12-01
"887","DEC22","Fier, Alexandr",2600,2022-12-01
"888","DEC22","Mekhitarian, Krikor",2551,2022-12-01
"889","DEC22","Debs, Felipe",2545,2022-12-01
"890","DEC22","Diamant, Andre",2524,2022-12-01
"891","JAN23","Supi, Luis",2608,2023-01-01
"892","JAN23","Fier, Alexandr",2602,2023-01-01
"893","JAN23","Mekhitarian, Krikor",2551,2023-01-01
"894","JAN23","Debs, Felipe",2544,2023-01-01
"895","JAN23","Pinto, Renato",2518,2023-01-01
"896","FEB23","Supi, Luis",2608,2023-02-01
"897","FEB23","Fier, Alexandr",2606,2023-02-01
"898","FEB23","Debs, Felipe",2544,2023-02-01
"899","FEB23","Mekhitarian, Krikor",2537,2023-02-01
"900","FEB23","Diamant, Andre",2516,2023-02-01
"901","MAR23","Supi, Luis",2608,2023-03-01
"902","MAR23","Fier, Alexandr",2606,2023-03-01
"903","MAR23","Debs, Felipe",2544,2023-03-01
"904","MAR23","Mekhitarian, Krikor",2537,2023-03-01
"905","MAR23","Diamant, Andre",2516,2023-03-01
"906","APR23","Supi, Luis",2608,2023-04-01
"907","APR23","Fier, Alexandr",2599,2023-04-01
"908","APR23","Debs, Felipe",2544,2023-04-01
"909","APR23","Mekhitarian, Krikor",2537,2023-04-01
"910","APR23","Diamant, Andre",2516,2023-04-01
"911","MAY23","Supi, Luis",2603,2023-05-01
"912","MAY23","Fier, Alexandr",2589,2023-05-01
"913","MAY23","Mekhitarian, Krikor",2537,2023-05-01
"914","MAY23","Debs, Felipe",2531,2023-05-01
"915","MAY23","Diamant, Andre",2517,2023-05-01
"916","JUN23","Fier, Alexandr",2604,2023-06-01
"917","JUN23","Vescovi, Giovanni",2584,2023-06-01
"918","JUN23","Supi, Luis",2582,2023-06-01
"919","JUN23","Mekhitarian, Krikor",2537,2023-06-01
"920","JUN23","Debs, Felipe",2531,2023-06-01
"921","JUL23","Fier, Alexandr",2604,2023-07-01
"922","JUL23","Vescovi, Giovanni",2584,2023-07-01
"923","JUL23","Supi, Luis",2582,2023-07-01
"924","JUL23","Mekhitarian, Krikor",2537,2023-07-01
"925","JUL23","Debs, Felipe",2531,2023-07-01
"926","AUG23","Fier, Alexandr",2600,2023-08-01
"927","AUG23","Vescovi, Giovanni",2584,2023-08-01
"928","AUG23","Supi, Luis",2582,2023-08-01
"929","AUG23","Mekhitarian, Krikor",2540,2023-08-01
"930","AUG23","Debs, Felipe",2527,2023-08-01
"931","SEP23","Fier, Alexandr",2592,2023-09-01
"932","SEP23","Vescovi, Giovanni",2584,2023-09-01
"933","SEP23","Supi, Luis",2579,2023-09-01
"934","SEP23","Mekhitarian, Krikor",2543,2023-09-01
"935","SEP23","Debs, Felipe",2527,2023-09-01
"936","OCT23","Vescovi, Giovanni",2584,2023-10-01
"937","OCT23","Supi, Luis",2579,2023-10-01
"938","OCT23","Fier, Alexandr",2574,2023-10-01
"939","OCT23","Mekhitarian, Krikor",2559,2023-10-01
"940","OCT23","Debs, Felipe",2527,2023-10-01
